V1,V6,V10,V12,V13,V14,V15
32,-133.0,14,119.0,1,352.0,2
33,522.0,7,559.0,4,-1.0,0
43,5039.0,20,227.0,1,-1.0,0
48,-18.0,8,11.0,1,-1.0,0
31,79.0,20,78.0,12,-1.0,0
54,224.0,5,134.0,2,-1.0,0
41,849.0,15,72.0,1,-1.0,0
57,270.0,14,526.0,2,-1.0,0
44,361.0,29,217.0,1,-1.0,0
48,334.0,19,270.0,2,-1.0,0
53,13.0,5,410.0,3,-1.0,0
52,0.0,22,91.0,2,275.0,1
59,169.0,16,181.0,3,-1.0,0
31,0.0,14,40.0,2,-1.0,0
59,474.0,13,139.0,3,-1.0,0
43,57.0,25,188.0,5,-1.0,0
41,2007.0,30,419.0,1,-1.0,0
31,5889.0,23,237.0,1,-1.0,0
45,1171.0,17,34.0,1,-1.0,0
32,55.0,18,185.0,1,-1.0,0
34,-294.0,12,163.0,2,-1.0,0
36,0.0,18,8.0,7,-1.0,0
43,2501.0,9,582.0,2,161.0,4
41,1232.0,5,217.0,1,-1.0,0
37,1590.0,9,121.0,5,315.0,3
35,207.0,26,312.0,1,-1.0,0
60,174.0,15,241.0,1,364.0,1
47,3072.0,21,229.0,3,-1.0,0
33,0.0,28,236.0,10,-1.0,0
48,494.0,29,81.0,8,-1.0,0
35,911.0,14,136.0,2,175.0,7
31,538.0,17,660.0,3,-1.0,0
57,192.0,7,320.0,1,-1.0,0
70,3230.0,24,112.0,1,-1.0,0
32,36.0,20,290.0,2,-1.0,0
37,859.0,10,154.0,4,-1.0,0
28,441.0,8,106.0,1,-1.0,0
57,2476.0,7,239.0,1,459.0,1
39,947.0,8,124.0,2,-1.0,0
34,1368.0,18,252.0,2,-1.0,0
31,606.0,9,111.0,2,-1.0,0
49,1127.0,17,162.0,2,281.0,1
34,592.0,7,67.0,3,-1.0,0
34,0.0,12,117.0,4,-1.0,0
33,764.0,6,244.0,2,-1.0,0
35,546.0,13,161.0,2,-1.0,0
35,876.0,20,318.0,1,-1.0,0
33,1590.0,29,57.0,1,-1.0,0
53,0.0,9,296.0,1,-1.0,0
58,2769.0,11,94.0,2,-1.0,0
30,409.0,14,120.0,4,-1.0,0
34,0.0,20,150.0,1,-1.0,0
31,-13.0,30,176.0,4,-1.0,0
30,743.0,29,142.0,2,-1.0,0
37,8821.0,14,167.0,1,-1.0,0
25,1.0,12,24.0,12,-1.0,0
43,136.0,6,120.0,2,-1.0,0
55,4493.0,4,272.0,1,-1.0,0
33,346.0,5,24.0,7,354.0,2
53,372.0,2,126.0,2,-1.0,0
34,1092.0,23,268.0,1,-1.0,0
54,-135.0,14,152.0,3,370.0,2
45,1088.0,14,132.0,1,-1.0,0
44,316.0,21,163.0,3,-1.0,0
34,4260.0,15,375.0,1,-1.0,0
42,5.0,13,853.0,1,-1.0,0
25,1141.0,5,718.0,1,347.0,1
43,140.0,18,192.0,7,-1.0,0
47,232.0,5,166.0,2,285.0,1
44,279.0,17,85.0,1,339.0,6
34,382.0,4,494.0,2,198.0,7
50,2971.0,9,722.0,2,-1.0,0
45,-160.0,20,15.0,26,-1.0,0
43,192.0,5,203.0,2,-1.0,0
45,753.0,2,2870.0,2,-1.0,0
59,2291.0,19,190.0,1,128.0,3
46,626.0,19,177.0,2,-1.0,0
50,0.0,13,120.0,2,91.0,6
40,407.0,2,200.0,1,271.0,1
46,445.0,10,292.0,1,-1.0,0
28,-95.0,13,200.0,1,-1.0,0
47,761.0,11,80.0,2,-1.0,0
28,-395.0,30,141.0,4,-1.0,0
45,1950.0,4,498.0,1,-1.0,0
51,726.0,11,409.0,1,14.0,8
53,0.0,22,77.0,9,-1.0,0
31,-720.0,15,112.0,2,-1.0,0
41,2851.0,18,296.0,3,-1.0,0
57,0.0,30,585.0,1,-1.0,0
36,123.0,18,9.0,1,-1.0,0
59,4497.0,4,213.0,1,251.0,1
58,886.0,16,302.0,4,-1.0,0
39,-141.0,13,148.0,1,-1.0,0
59,2303.0,30,128.0,2,-1.0,0
49,470.0,18,79.0,1,-1.0,0
40,822.0,29,155.0,2,245.0,3
23,486.0,3,87.0,1,-1.0,0
30,1700.0,22,279.0,3,-1.0,0
34,2984.0,20,11.0,3,-1.0,0
25,17.0,13,97.0,2,-1.0,0
36,520.0,23,110.0,2,-1.0,0
37,2642.0,25,591.0,3,-1.0,0
49,320.0,19,243.0,6,-1.0,0
54,117.0,3,165.0,3,-1.0,0
39,6421.0,20,661.0,1,-1.0,0
48,1730.0,10,158.0,1,102.0,1
33,1388.0,31,158.0,1,202.0,3
39,416.0,9,427.0,1,-1.0,0
34,147.0,29,57.0,7,-1.0,0
31,125.0,4,200.0,1,91.0,1
38,-14.0,8,124.0,1,-1.0,0
56,95.0,18,428.0,2,-1.0,0
54,489.0,20,280.0,4,287.0,3
29,323.0,3,118.0,1,-1.0,0
35,455.0,13,573.0,7,327.0,3
31,783.0,2,221.0,2,272.0,1
47,318.0,21,83.0,1,-1.0,0
50,716.0,5,444.0,2,-1.0,0
42,2124.0,15,161.0,3,-1.0,0
52,876.0,27,227.0,3,-1.0,0
41,1065.0,29,553.0,1,-1.0,0
40,552.0,28,761.0,8,-1.0,0
52,199.0,3,373.0,1,236.0,2
27,1693.0,26,101.0,2,-1.0,0
32,395.0,6,241.0,3,-1.0,0
32,337.0,15,51.0,3,368.0,1
43,1926.0,7,89.0,13,-1.0,0
46,196.0,14,29.0,2,-1.0,0
38,294.0,25,172.0,2,-1.0,0
25,945.0,24,561.0,4,-1.0,0
48,2805.0,23,212.0,2,-1.0,0
28,476.0,22,630.0,1,-1.0,0
46,6651.0,22,114.0,1,60.0,1
39,2.0,25,174.0,10,-1.0,0
31,203.0,29,442.0,3,-1.0,0
32,396.0,18,88.0,1,364.0,1
38,10.0,8,84.0,3,-1.0,0
54,898.0,30,641.0,2,-1.0,0
55,903.0,14,536.0,3,-1.0,0
34,3773.0,21,287.0,1,-1.0,0
38,2283.0,14,221.0,3,-1.0,0
59,-209.0,30,215.0,3,-1.0,0
54,0.0,16,101.0,6,-1.0,0
34,517.0,6,791.0,3,-1.0,0
29,131.0,20,353.0,4,-1.0,0
59,3843.0,11,104.0,4,-1.0,0
52,1274.0,17,74.0,1,-1.0,0
25,381.0,15,951.0,1,-1.0,0
26,187.0,9,341.0,1,-1.0,0
35,1054.0,21,106.0,1,-1.0,0
49,6493.0,17,180.0,1,-1.0,0
42,77.0,7,152.0,2,-1.0,0
30,2030.0,28,27.0,2,-1.0,0
51,-338.0,29,97.0,2,-1.0,0
51,409.0,28,203.0,1,-1.0,0
59,866.0,2,88.0,1,208.0,1
27,-181.0,29,81.0,4,-1.0,0
60,294.0,18,104.0,5,198.0,4
48,6613.0,17,159.0,3,-1.0,0
40,939.0,22,87.0,3,-1.0,0
41,1011.0,19,113.0,1,174.0,4
55,1937.0,21,64.0,3,-1.0,0
49,816.0,17,76.0,1,260.0,7
41,304.0,30,395.0,2,-1.0,0
43,92.0,15,237.0,2,-1.0,0
40,352.0,10,258.0,1,-1.0,0
41,30.0,23,1003.0,1,-1.0,0
36,70.0,28,164.0,1,-1.0,0
24,931.0,28,200.0,4,-1.0,0
46,575.0,25,129.0,3,-1.0,0
37,300.0,12,82.0,1,-1.0,0
30,70.0,8,461.0,3,-1.0,0
38,323.0,19,138.0,1,-1.0,0
48,-110.0,19,164.0,2,-1.0,0
52,0.0,29,39.0,2,-1.0,0
46,442.0,7,105.0,2,-1.0,0
54,258.0,25,86.0,1,88.0,1
49,24.0,27,168.0,3,-1.0,0
52,2257.0,18,102.0,2,188.0,1
54,3294.0,25,132.0,5,-1.0,0
56,1113.0,12,138.0,1,-1.0,0
30,187.0,28,66.0,4,-1.0,0
45,0.0,15,112.0,4,-1.0,0
50,402.0,4,165.0,1,180.0,2
40,3131.0,24,401.0,1,-1.0,0
55,752.0,17,204.0,2,-1.0,0
53,65.0,25,41.0,2,-1.0,0
34,328.0,21,18.0,7,-1.0,0
44,0.0,20,174.0,5,-1.0,0
56,2925.0,29,133.0,6,-1.0,0
32,483.0,18,35.0,6,-1.0,0
31,1454.0,17,377.0,1,-1.0,0
32,344.0,11,255.0,15,-1.0,0
58,853.0,7,317.0,3,-1.0,0
42,-14.0,24,58.0,2,-1.0,0
26,1702.0,18,21.0,1,-1.0,0
40,518.0,17,84.0,1,-1.0,0
39,1132.0,3,216.0,1,-1.0,0
28,1773.0,23,275.0,1,-1.0,0
31,345.0,5,318.0,3,-1.0,0
34,315.0,4,76.0,4,89.0,3
37,178.0,9,72.0,1,-1.0,0
47,434.0,12,111.0,4,-1.0,0
45,130.0,30,127.0,1,-1.0,0
46,176.0,29,131.0,1,-1.0,0
35,505.0,30,109.0,3,-1.0,0
59,136.0,6,301.0,4,-1.0,0
29,21.0,14,107.0,4,371.0,3
39,399.0,9,504.0,1,-1.0,0
42,0.0,2,854.0,1,-1.0,0
41,572.0,11,188.0,1,-1.0,0
46,16.0,6,304.0,1,-1.0,0
39,1820.0,25,103.0,1,-1.0,0
32,132.0,30,565.0,2,-1.0,0
28,307.0,30,132.0,1,-1.0,0
50,7098.0,29,92.0,1,-1.0,0
53,2639.0,11,304.0,4,-1.0,0
60,914.0,4,64.0,1,-1.0,0
37,539.0,25,168.0,2,45.0,1
33,390.0,14,254.0,2,-1.0,0
22,2412.0,9,238.0,2,-1.0,0
34,3185.0,13,520.0,1,-1.0,0
58,807.0,7,57.0,1,366.0,2
38,157.0,15,57.0,11,366.0,1
37,0.0,21,169.0,1,113.0,5
56,778.0,6,149.0,2,-1.0,0
57,0.0,20,45.0,4,-1.0,0
60,1091.0,15,778.0,3,-1.0,0
80,3669.0,30,166.0,1,-1.0,0
57,53.0,29,539.0,2,-1.0,0
31,3323.0,9,337.0,2,-1.0,0
37,2132.0,5,232.0,1,-1.0,0
34,9.0,14,153.0,2,-1.0,0
42,376.0,8,15.0,1,-1.0,0
40,7313.0,18,241.0,2,182.0,1
58,5087.0,20,63.0,2,154.0,1
28,1137.0,6,129.0,4,211.0,3
34,7.0,29,273.0,2,-1.0,0
30,1223.0,30,112.0,5,-1.0,0
33,2302.0,13,115.0,2,-1.0,0
36,425.0,29,202.0,2,-1.0,0
35,0.0,14,370.0,4,-1.0,0
36,319.0,18,120.0,2,-1.0,0
35,1383.0,27,269.0,2,-1.0,0
32,9049.0,21,536.0,1,-1.0,0
48,3287.0,20,242.0,2,307.0,1
34,177.0,8,500.0,1,-1.0,0
37,27.0,6,80.0,1,-1.0,0
34,7263.0,6,86.0,1,-1.0,0
60,1477.0,16,69.0,3,-1.0,0
57,2266.0,5,306.0,1,-1.0,0
26,543.0,30,169.0,3,-1.0,0
28,0.0,28,452.0,1,-1.0,0
48,490.0,19,622.0,2,-1.0,0
35,0.0,11,371.0,1,305.0,1
44,759.0,23,397.0,1,-1.0,0
34,17672.0,20,548.0,1,-1.0,0
29,166.0,28,108.0,8,-1.0,0
54,3395.0,7,199.0,2,-1.0,0
39,794.0,3,116.0,2,121.0,1
29,340.0,26,297.0,1,-1.0,0
33,1862.0,12,65.0,1,-1.0,0
30,43.0,14,91.0,1,370.0,2
43,0.0,12,3.0,1,-1.0,0
59,202.0,7,173.0,1,-1.0,0
28,206.0,14,155.0,2,-1.0,0
43,532.0,9,216.0,2,-1.0,0
35,747.0,23,141.0,2,176.0,3
33,399.0,7,143.0,1,-1.0,0
30,13774.0,14,380.0,1,-1.0,0
28,0.0,7,94.0,1,-1.0,0
54,0.0,30,255.0,2,-1.0,0
28,0.0,27,548.0,1,-1.0,0
35,0.0,21,86.0,1,-1.0,0
38,34.0,3,88.0,1,-1.0,0
35,0.0,21,199.0,3,-1.0,0
45,79.0,25,98.0,1,-1.0,0
36,705.0,16,111.0,1,-1.0,0
36,-11.0,30,172.0,28,-1.0,0
31,-182.0,7,181.0,2,-1.0,0
39,0.0,13,6.0,7,175.0,4
44,7541.0,1,55.0,2,82.0,1
46,3984.0,13,77.0,2,-1.0,0
34,157.0,23,20.0,17,-1.0,0
51,603.0,25,122.0,3,-1.0,0
45,-14.0,18,39.0,2,127.0,3
59,252.0,17,138.0,1,175.0,2
40,4795.0,17,57.0,1,-1.0,0
57,402.0,6,153.0,3,-1.0,0
47,-1854.0,12,388.0,2,-1.0,0
39,-980.0,4,52.0,2,260.0,1
31,442.0,29,355.0,3,258.0,3
34,2045.0,29,146.0,2,-1.0,0
35,244.0,21,54.0,10,-1.0,0
33,14850.0,5,122.0,5,-1.0,0
56,575.0,20,18.0,2,-1.0,0
60,2479.0,15,157.0,1,-1.0,0
40,581.0,15,1013.0,3,-1.0,0
47,183.0,13,144.0,1,-1.0,0
42,-9.0,20,248.0,1,-1.0,0
49,0.0,26,189.0,4,-1.0,0
57,5799.0,17,97.0,1,-1.0,0
26,339.0,26,165.0,5,-1.0,0
52,2138.0,17,134.0,1,-1.0,0
40,-21.0,18,68.0,2,368.0,3
31,591.0,14,287.0,3,-1.0,0
48,6489.0,19,263.0,1,-1.0,0
36,0.0,28,81.0,4,-1.0,0
34,2825.0,12,198.0,1,-1.0,0
63,588.0,19,143.0,2,-1.0,0
28,447.0,5,217.0,1,-1.0,0
26,-5.0,19,260.0,1,-1.0,0
35,1701.0,15,175.0,1,67.0,3
30,-635.0,25,250.0,1,-1.0,0
48,252.0,7,261.0,5,-1.0,0
28,959.0,29,330.0,2,-1.0,0
25,230.0,30,394.0,14,-1.0,0
37,125.0,5,56.0,1,-1.0,0
35,0.0,23,107.0,2,-1.0,0
54,0.0,29,46.0,1,-1.0,0
23,710.0,19,374.0,6,-1.0,0
39,1654.0,21,151.0,1,-1.0,0
19,27.0,5,86.0,12,-1.0,0
51,428.0,18,145.0,2,-1.0,0
59,1914.0,7,126.0,3,-1.0,0
38,0.0,12,133.0,1,-1.0,0
58,268.0,7,516.0,1,-1.0,0
72,4657.0,27,132.0,4,94.0,16
28,13186.0,27,466.0,2,-1.0,0
31,1117.0,28,340.0,3,-1.0,0
34,241.0,26,85.0,1,-1.0,0
27,121.0,2,145.0,2,-1.0,0
35,331.0,17,116.0,3,-1.0,0
34,991.0,6,89.0,1,344.0,1
52,618.0,10,352.0,2,102.0,2
40,0.0,15,435.0,1,-1.0,0
48,271.0,24,23.0,1,-1.0,0
45,3150.0,17,101.0,2,-1.0,0
30,32.0,6,122.0,3,-1.0,0
46,0.0,6,322.0,5,-1.0,0
55,73.0,5,142.0,2,-1.0,0
28,1106.0,17,73.0,2,-1.0,0
49,350.0,28,91.0,3,-1.0,0
34,251.0,24,15.0,3,-1.0,0
30,778.0,18,22.0,2,346.0,2
29,111.0,14,208.0,1,-1.0,0
55,645.0,10,123.0,1,-1.0,0
66,3409.0,19,133.0,3,160.0,3
31,0.0,31,16.0,34,-1.0,0
33,215.0,28,144.0,1,-1.0,0
37,751.0,2,186.0,4,-1.0,0
46,377.0,5,98.0,2,-1.0,0
47,550.0,7,113.0,1,-1.0,0
34,428.0,7,221.0,2,267.0,3
38,213.0,16,270.0,15,-1.0,0
45,0.0,14,195.0,2,-1.0,0
31,0.0,29,183.0,3,-1.0,0
50,65.0,12,11.0,1,-1.0,0
48,264.0,6,439.0,2,-1.0,0
53,1103.0,22,274.0,6,-1.0,0
53,8112.0,15,75.0,1,146.0,1
47,437.0,20,133.0,4,-1.0,0
39,11766.0,4,15.0,4,166.0,1
30,0.0,16,510.0,3,-1.0,0
40,60.0,15,460.0,3,352.0,6
51,1212.0,13,184.0,1,-1.0,0
26,458.0,2,117.0,7,-1.0,0
26,518.0,7,189.0,3,-1.0,0
59,2143.0,28,59.0,1,268.0,1
46,244.0,15,244.0,1,-1.0,0
45,324.0,13,258.0,4,-1.0,0
36,2178.0,30,74.0,2,-1.0,0
30,5.0,16,476.0,3,-1.0,0
37,744.0,21,161.0,3,-1.0,0
34,490.0,2,491.0,1,-1.0,0
44,10984.0,20,258.0,18,-1.0,0
36,-1.0,23,268.0,1,-1.0,0
41,1696.0,9,878.0,3,-1.0,0
32,485.0,26,98.0,14,-1.0,0
36,7343.0,17,78.0,1,-1.0,0
55,223.0,8,273.0,5,-1.0,0
41,372.0,11,117.0,1,-1.0,0
59,1308.0,30,183.0,4,-1.0,0
31,1251.0,21,282.0,1,197.0,5
34,1863.0,28,143.0,1,-1.0,0
37,876.0,23,213.0,4,-1.0,0
38,12.0,28,150.0,2,-1.0,0
43,314.0,26,134.0,1,-1.0,0
40,2394.0,9,75.0,4,-1.0,0
56,66.0,30,72.0,4,-1.0,0
51,630.0,5,138.0,1,-1.0,0
32,902.0,27,106.0,2,-1.0,0
56,25290.0,31,81.0,12,-1.0,0
34,114.0,4,153.0,1,309.0,3
50,1303.0,30,274.0,2,-1.0,0
54,2508.0,20,34.0,8,-1.0,0
34,19348.0,8,316.0,2,-1.0,0
59,571.0,2,25.0,1,-1.0,0
51,3.0,23,259.0,2,-1.0,0
43,396.0,11,105.0,3,-1.0,0
24,6837.0,7,345.0,1,-1.0,0
36,1169.0,6,168.0,2,-1.0,0
37,1.0,6,44.0,2,-1.0,0
32,2204.0,21,11.0,4,-1.0,0
30,62.0,3,678.0,2,252.0,1
55,8592.0,9,255.0,1,-1.0,0
47,0.0,30,127.0,2,233.0,8
35,0.0,7,139.0,1,243.0,2
49,358.0,13,176.0,3,-1.0,0
37,37.0,18,155.0,2,-1.0,0
38,4366.0,29,188.0,2,-1.0,0
51,4497.0,15,276.0,3,-1.0,0
58,258.0,19,285.0,1,-1.0,0
29,1958.0,9,643.0,1,-1.0,0
45,280.0,4,562.0,3,168.0,2
81,122.0,23,201.0,1,-1.0,0
45,66.0,5,808.0,2,-1.0,0
23,210.0,20,507.0,1,-1.0,0
39,0.0,11,62.0,1,-1.0,0
42,1079.0,19,117.0,6,-1.0,0
31,-218.0,2,227.0,15,-1.0,0
39,562.0,12,234.0,2,-1.0,0
50,1022.0,5,155.0,2,-1.0,0
46,167.0,19,155.0,3,-1.0,0
59,182.0,3,133.0,1,-1.0,0
31,540.0,21,227.0,3,-1.0,0
57,668.0,18,12.0,5,-1.0,0
57,1556.0,20,340.0,1,-1.0,0
48,410.0,12,116.0,1,-1.0,0
41,780.0,15,432.0,3,-1.0,0
26,686.0,30,98.0,2,-1.0,0
37,718.0,17,43.0,1,-1.0,0
75,852.0,16,228.0,1,185.0,1
27,312.0,5,251.0,1,-1.0,0
36,530.0,20,221.0,3,-1.0,0
56,802.0,3,258.0,2,-1.0,0
49,355.0,2,253.0,7,-1.0,0
52,199.0,12,246.0,2,-1.0,0
42,1278.0,29,422.0,4,-1.0,0
39,160.0,5,156.0,1,-1.0,0
28,-42.0,31,143.0,4,-1.0,0
37,292.0,21,133.0,2,-1.0,0
31,6981.0,20,627.0,3,-1.0,0
45,1621.0,18,122.0,8,-1.0,0
45,1757.0,20,1010.0,3,326.0,1
58,1507.0,19,255.0,6,189.0,1
40,172.0,29,421.0,1,-1.0,0
31,16.0,20,73.0,1,-1.0,0
56,2395.0,12,150.0,2,-1.0,0
31,418.0,7,67.0,6,-1.0,0
39,12.0,15,500.0,2,352.0,2
49,666.0,12,337.0,1,309.0,6
34,75.0,25,111.0,1,-1.0,0
39,401.0,11,112.0,2,-1.0,0
53,4856.0,18,151.0,1,-1.0,0
33,309.0,15,42.0,4,-1.0,0
49,259.0,13,149.0,1,-1.0,0
52,1141.0,12,22.0,5,-1.0,0
41,1408.0,23,403.0,3,-1.0,0
45,4022.0,29,244.0,3,-1.0,0
58,0.0,17,219.0,1,186.0,2
42,5354.0,17,799.0,1,-1.0,0
57,1168.0,20,74.0,5,-1.0,0
31,410.0,20,112.0,2,-1.0,0
29,22008.0,28,139.0,2,-1.0,0
41,948.0,3,157.0,1,-1.0,0
35,16.0,17,158.0,2,-1.0,0
50,1349.0,28,326.0,1,-1.0,0
33,136.0,18,30.0,2,336.0,13
38,1619.0,9,324.0,1,-1.0,0
27,126.0,4,436.0,4,-1.0,0
31,1402.0,21,104.0,2,-1.0,0
41,427.0,14,177.0,2,-1.0,0
27,2329.0,27,131.0,1,-1.0,0
38,179.0,8,317.0,4,-1.0,0
39,2630.0,12,651.0,5,-1.0,0
31,924.0,27,172.0,1,-1.0,0
41,231.0,26,428.0,2,-1.0,0
54,1664.0,15,106.0,1,105.0,3
62,3114.0,18,243.0,2,186.0,1
37,1543.0,22,298.0,1,10.0,6
25,1003.0,12,361.0,1,-1.0,0
31,0.0,30,745.0,12,-1.0,0
30,12857.0,6,150.0,1,-1.0,0
59,145.0,12,556.0,2,287.0,13
37,22125.0,21,331.0,2,-1.0,0
41,1757.0,22,314.0,1,239.0,13
44,1070.0,11,172.0,1,91.0,5
36,364.0,31,185.0,1,123.0,1
26,2532.0,18,269.0,1,-1.0,0
38,1308.0,2,626.0,1,-1.0,0
34,16.0,29,316.0,1,119.0,1
36,11462.0,20,993.0,1,-1.0,0
43,3.0,9,929.0,3,-1.0,0
33,278.0,1,563.0,5,-1.0,0
22,129.0,15,218.0,2,181.0,1
59,514.0,3,261.0,1,-1.0,0
26,551.0,8,531.0,1,-1.0,0
29,271.0,20,1882.0,2,-1.0,0
29,5359.0,18,147.0,1,-1.0,0
73,796.0,23,427.0,1,182.0,2
59,2239.0,20,377.0,6,90.0,1
59,5845.0,14,1060.0,2,-1.0,0
62,997.0,22,554.0,1,304.0,2
40,5060.0,9,299.0,1,-1.0,0
43,0.0,16,745.0,1,281.0,1
60,3401.0,30,294.0,1,270.0,1
29,1311.0,28,622.0,1,-1.0,0
32,6746.0,11,199.0,1,-1.0,0
35,300.0,13,945.0,2,-1.0,0
37,604.0,7,371.0,1,495.0,1
34,0.0,7,262.0,1,99.0,2
32,1249.0,19,472.0,1,-1.0,0
30,3144.0,19,212.0,2,-1.0,0
32,654.0,25,615.0,4,-1.0,0
71,653.0,26,367.0,1,-1.0,0
32,765.0,14,850.0,2,-1.0,0
42,3082.0,11,285.0,1,-1.0,0
33,489.0,4,297.0,4,334.0,1
58,1382.0,9,700.0,1,-1.0,0
41,1020.0,19,882.0,1,-1.0,0
40,9366.0,11,69.0,3,-1.0,0
32,2340.0,18,89.0,2,-1.0,0
64,768.0,14,371.0,1,-1.0,0
39,3840.0,11,315.0,2,-1.0,0
27,1347.0,28,824.0,1,193.0,11
76,4984.0,28,403.0,1,182.0,1
36,52.0,5,498.0,2,179.0,7
31,1224.0,24,1441.0,2,-1.0,0
48,1.0,10,248.0,1,-1.0,0
33,395.0,23,1359.0,6,-1.0,0
76,802.0,9,475.0,5,-1.0,0
29,455.0,21,403.0,1,-1.0,0
26,1027.0,23,744.0,1,-1.0,0
61,3140.0,6,975.0,4,98.0,1
28,7459.0,2,981.0,5,269.0,2
47,820.0,18,262.0,1,91.0,1
30,278.0,23,1073.0,1,-1.0,0
33,562.0,6,196.0,1,363.0,1
43,79.0,26,640.0,1,-1.0,0
46,4414.0,18,504.0,7,-1.0,0
40,6403.0,22,208.0,2,-1.0,0
29,1170.0,20,453.0,1,-1.0,0
60,975.0,16,303.0,1,792.0,1
30,569.0,27,976.0,12,-1.0,0
27,390.0,9,120.0,2,104.0,2
26,-379.0,22,1237.0,7,-1.0,0
36,495.0,14,187.0,1,94.0,9
49,1946.0,19,192.0,1,95.0,1
36,341.0,12,419.0,2,183.0,1
46,548.0,12,1181.0,4,-1.0,0
46,536.0,16,750.0,2,-1.0,0
35,859.0,19,1554.0,1,-1.0,0
39,0.0,13,1975.0,5,-1.0,0
48,2892.0,7,407.0,1,385.0,1
31,6.0,4,121.0,4,-1.0,0
24,4126.0,5,907.0,4,185.0,7
75,2991.0,22,240.0,1,-1.0,0
80,1468.0,13,330.0,3,-1.0,0
36,376.0,16,173.0,1,-1.0,0
39,15.0,30,510.0,1,-1.0,0
58,372.0,29,11.0,1,-1.0,0
30,4210.0,12,796.0,4,-1.0,0
44,1090.0,19,204.0,4,532.0,2
40,664.0,21,1342.0,2,-1.0,0
60,957.0,8,246.0,1,184.0,3
51,6840.0,7,257.0,1,-1.0,0
53,257.0,11,1310.0,2,-1.0,0
49,341.0,15,520.0,2,-1.0,0
56,3287.0,27,497.0,1,-1.0,0
64,5112.0,19,898.0,7,137.0,11
27,168.0,12,123.0,1,196.0,1
35,26.0,16,78.0,2,-1.0,0
46,1723.0,17,176.0,2,52.0,7
54,1014.0,30,240.0,1,162.0,2
35,2918.0,16,815.0,2,407.0,3
33,73.0,2,218.0,1,-1.0,0
43,2640.0,21,314.0,4,-1.0,0
66,1230.0,17,726.0,3,-1.0,0
24,-61.0,11,95.0,4,-1.0,0
57,2038.0,9,628.0,1,182.0,2
60,824.0,9,265.0,1,181.0,8
36,-487.0,17,1080.0,1,-1.0,0
35,262.0,15,427.0,1,181.0,3
83,46.0,25,115.0,1,-1.0,0
64,571.0,20,1422.0,2,-1.0,0
34,6529.0,14,505.0,2,-1.0,0
58,0.0,13,641.0,4,-1.0,0
33,133.0,12,627.0,2,192.0,1
73,3443.0,4,770.0,3,-1.0,0
36,495.0,12,213.0,3,182.0,6
57,9103.0,20,1098.0,2,-1.0,0
34,3743.0,18,722.0,4,-1.0,0
30,376.0,21,710.0,1,-1.0,0
30,49.0,30,808.0,2,-1.0,0
27,1742.0,16,787.0,1,-1.0,0
56,1989.0,3,279.0,4,181.0,4
48,0.0,19,204.0,4,182.0,1
29,3290.0,12,430.0,1,50.0,3
65,1973.0,21,396.0,3,-1.0,0
49,1730.0,4,605.0,2,92.0,4
65,20806.0,8,523.0,2,-1.0,0
59,3400.0,5,515.0,3,-1.0,0
90,1.0,13,152.0,3,-1.0,0
60,2090.0,7,957.0,2,-1.0,0
62,569.0,3,187.0,2,180.0,6
29,983.0,11,963.0,2,-1.0,0
28,352.0,18,431.0,1,-1.0,0
70,2346.0,24,694.0,1,184.0,5
59,6888.0,20,1025.0,2,-1.0,0
35,1201.0,18,537.0,1,-1.0,0
24,4500.0,11,733.0,2,-1.0,0
32,4665.0,21,860.0,2,-1.0,0
67,942.0,6,455.0,2,84.0,2
33,303.0,3,355.0,1,301.0,5
32,131.0,23,1152.0,2,-1.0,0
30,655.0,6,384.0,2,-1.0,0
30,4328.0,30,262.0,3,189.0,11
60,1614.0,20,921.0,6,-1.0,0
35,1162.0,30,175.0,1,-1.0,0
50,341.0,20,670.0,4,340.0,2
21,794.0,5,191.0,1,-1.0,0
25,-191.0,19,958.0,7,-1.0,0
33,224.0,23,342.0,2,107.0,2
32,759.0,9,317.0,5,-1.0,0
29,265.0,22,491.0,1,-1.0,0
60,523.0,13,192.0,3,-1.0,0
35,1599.0,13,407.0,1,-1.0,0
30,776.0,30,861.0,2,-1.0,0
61,1191.0,21,214.0,4,-1.0,0
27,1075.0,2,529.0,2,184.0,1
30,3026.0,23,251.0,1,535.0,1
37,1000.0,17,195.0,1,-1.0,0
47,1996.0,5,761.0,2,-1.0,0
79,79.0,9,1106.0,2,-1.0,0
59,1.0,15,159.0,2,378.0,3
84,4761.0,9,1405.0,1,92.0,3
22,107.0,14,125.0,1,-1.0,0
33,224.0,23,409.0,2,92.0,4
47,368.0,23,269.0,1,187.0,5
36,828.0,13,1512.0,1,345.0,8
48,214.0,14,307.0,1,177.0,2
35,2957.0,8,733.0,3,-1.0,0
29,7585.0,3,145.0,2,198.0,1
36,521.0,20,347.0,3,-1.0,0
32,-53.0,16,648.0,1,272.0,1
32,1088.0,6,317.0,1,363.0,2
38,10596.0,19,195.0,1,197.0,4
31,302.0,3,349.0,1,357.0,3
38,613.0,3,239.0,1,-1.0,0
33,2979.0,5,326.0,2,437.0,1
60,0.0,9,408.0,1,-1.0,0
68,695.0,9,233.0,1,-1.0,0
31,141.0,4,572.0,2,238.0,7
62,569.0,4,94.0,5,184.0,1
51,-1944.0,7,623.0,1,-1.0,0
32,1388.0,30,753.0,1,-1.0,0
41,219.0,18,1574.0,3,-1.0,0
46,2889.0,5,494.0,1,-1.0,0
